,bill_id,alternate_bill_id,bill_name,bill_text_url,bill_summary,bill_sponsors,action_on_branch,action_date,action_text,Category
1160,S224,,Treat Finance Officers Like Assist. Supers.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S224v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/224/2019-2020%20Session/S224,Gladys A. Robinson; Valerie P. Foushee; Mujtaba A. Mohammed; Joyce Waddell,S,3/13/2019,Ref To Com On Rules and Operations of the Senate,Operations
1162,S226,,Limit Who May Advertise/Adoption Laws.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S226v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/226/2019-2020%20Session/S226,Norman W. Sanderson; Ralph Hise,H,6/17/2019,"Re-ref to the Com on Commerce, if favorable, Rules, Calendar, and Operations of the House",Operations
1165,S229,,Elections/Cities in More Than One County.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S229v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/229/2019-2020%20Session/S229,Deanna Ballard,S,3/14/2019,"Re-ref to Redistricting and Elections. If fav, re-ref to Rules and Operations of the Senate",Operations
1166,S23,,44th Senatorial District Local Act-1.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S23v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/23/2019-2020%20Session/S23,W. Ted Alexander,S,2/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
1169,S232,,Tracking Outcomes of Veterans Programs.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S232v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/232/2019-2020%20Session/S232,"Don Davis; Harry Brown; Brent Jackson; Warren Daniel; Paul A. Lowe, Jr.; Jim Perry; Bob Steinburg; Joyce Waddell",H,4/18/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
1170,S233,,School Calendar Two-Year Flex/Certain Systems.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S233v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/233/2019-2020%20Session/S233,Jim Burgin,S,3/13/2019,Ref To Com On Rules and Operations of the Senate,Operations
1171,S234,H422,Healthy Families & Workplaces/Paid Sick Days.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S234v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/234/2019-2020%20Session/S234,"Gladys A. Robinson; Valerie P. Foushee; Michael Garrett; Paul A. Lowe, Jr.; Natasha R. Marcus; Mujtaba A. Mohammed; Sam Searcy; Joyce Waddell",S,3/13/2019,Ref To Com On Rules and Operations of the Senate,Operations
1125,S193,,Protect Public/Motocross Facilities.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S193v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/193/2019-2020%20Session/S193,"Jeff Jackson; Jim Davis; Tom McInnis; Paul A. Lowe, Jr.; Joyce Waddell",S,3/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
1173,S236,,Reenact Child Care Tax Credit.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S236v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/236/2019-2020%20Session/S236,Mujtaba A. Mohammed; Valerie P. Foushee; Jay J. Chaudhuri; Kirk deViere; Michael Garrett; Natasha R. Marcus; Wiley Nickel; Gladys A. Robinson,S,3/14/2019,Ref To Com On Rules and Operations of the Senate,Operations
1143,S209,H312,Hate Crimes Prevention Act.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S209v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/209/2019-2020%20Session/S209,"Jay J. Chaudhuri; Valerie P. Foushee; Mujtaba A. Mohammed; Ben Clark; Milton F. ""Toby"" Fitch, Jr.; Paul A. Lowe, Jr.; Natasha R. Marcus; Wiley Nickel; Erica D. Smith; Terry Van Duyn; Joyce Waddell; Mike Woodard",S,3/11/2019,Ref To Com On Rules and Operations of the Senate,Operations
1158,S222,,Verify Political Party Subcommittees.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S222v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/222/2019-2020%20Session/S222,Don Davis; Ralph Hise; Warren Daniel; Mujtaba A. Mohammed; Bob Steinburg; Joyce Waddell,S,3/14/2019,"Re-ref to Redistricting and Elections. If fav, re-ref to Rules and Operations of the Senate",Operations
1181,S243,,Give Retirees 5% COLA/Funds.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S243v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/243/2019-2020%20Session/S243,Joyce Waddell; Don Davis; Erica D. Smith; Valerie P. Foushee; Michael Garrett; Natasha R. Marcus; Wiley Nickel; Gladys A. Robinson,S,3/14/2019,Ref To Com On Rules and Operations of the Senate,Operations
1159,S223,H423,Caregiver Relief Act.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S223v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/223/2019-2020%20Session/S223,"Gladys A. Robinson; Valerie P. Foushee; Michael Garrett; Paul A. Lowe, Jr.; Natasha R. Marcus; Mujtaba A. Mohammed; Joyce Waddell",S,3/13/2019,Ref To Com On Rules and Operations of the Senate,Operations
1142,S208,,Limit Local Restrictions/Noncommercial Signs.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S208v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/208/2019-2020%20Session/S208,Tom McInnis; Warren Daniel; Ralph Hise; Norman W. Sanderson; Bob Steinburg,H,6/25/2019,"Re-ref Com On Rules, Calendar, and Operations of the House",Operations
1113,S182,,Innovation Early College HS/Funds.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S182v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/182/2019-2020%20Session/S182,Don Davis,S,3/5/2019,"Re-ref to Appropriations/Base Budget. If fav, re-ref to Rules and Operations of the Senate",Operations
116,H184,,Study State Health Plan Design.,https://www.ncleg.gov/sessions/2019/bills/house/html/H184v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/184/2019-2020%20Session/H184,"Josh Dobson; Julia C. Howard; William D. Brisson; Gale Adcock; Becky Carney; Ted Davis, Jr.; Jeffrey Elmore; John A. Fraley; Ken Goodman; Holly Grange; Bobby Hanig; Pricey Harrison; Zack Hawkins; Chris Humphrey; Verla Insko; Donny Lambeth; Chuck McGrady; Marcia Morey; Mitchell S. Setzer; Sarah Stevens; Evelyn Terry; Harry Warren; Shelly Willingham",S,4/4/2019,Ref To Com On Rules and Operations of the Senate,Operations
1116,S185,H273,Add Member to NC Training Standards Commiss.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S185v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/185/2019-2020%20Session/S185,Norman W. Sanderson; Joyce Krawiec; Todd Johnson; Dan Bishop; Jay J. Chaudhuri; Kirk deViere; Michael Garrett; Jeff Jackson; Natasha R. Marcus; Wiley Nickel; Sam Searcy; Bob Steinburg,S,3/6/2019,Ref To Com On Rules and Operations of the Senate,Operations
1118,S187,H176,Fayetteville MLK Park/Funds.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S187v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/187/2019-2020%20Session/S187,Kirk deViere; Ben Clark; Valerie P. Foushee,S,3/7/2019,"Re-ref to Appropriations/Base Budget. If fav, re-ref to Rules and Operations of the Senate",Operations
1119,S188,,Military State Income Tax Relief.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S188v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/188/2019-2020%20Session/S188,Jim Burgin; W. Ted Alexander; Ben Clark; Don Davis; Kirk deViere; Carl Ford; Eddie Gallimore; Jeff Jackson; Natasha R. Marcus; Norman W. Sanderson; Bob Steinburg,S,3/6/2019,Ref To Com On Rules and Operations of the Senate,Operations
1174,S237,H420,Board Vacancies/City of Winston-Salem.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S237v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/237/2019-2020%20Session/S237,"Paul A. Lowe, Jr.; Valerie P. Foushee",S,3/14/2019,Ref To Com On Rules and Operations of the Senate,Operations
1681,S70,,Erosion & Sedimentation Program/PED.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S70v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/70/2019-2020%20Session/S70,Valerie P. Foushee; Joyce Waddell,S,2/18/2019,Ref To Com On Rules and Operations of the Senate,Operations
1518,S547,H603,Pain Capable Unborn Child Protection Act.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S547v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/547/2019-2020%20Session/S547,"Joyce Krawiec; Deanna Ballard; Vickie Sawyer; W. Ted Alexander; Dan Bishop; Danny Earl Britt, Jr.; Jim Burgin; Warren Daniel; Carl Ford; Eddie Gallimore; Kathy Harrington; Ralph Hise; Rick Horner; Todd Johnson; Tom McInnis; Paul Newton; Jim Perry; Norman W. Sanderson; Bob Steinburg",S,4/3/2019,Ref To Com On Rules and Operations of the Senate,Operations
1674,S688,,Adjourn 2019 Session to Date Certain.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S688v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/688/2019-2020%20Session/S688,Bill Rabon,S,7/11/2019,Ref To Com On Rules and Operations of the Senate,Operations
122,H19,S6,Certain DRE Equipment.,https://www.ncleg.gov/sessions/2019/bills/house/html/H19v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/19/2019-2020%20Session/H19,Bobby Hanig; Wayne Sasser,S,6/20/2019,Ref To Com On Rules and Operations of the Senate,Operations
549,H574,S641,Fix Our Democracy.,https://www.ncleg.gov/sessions/2019/bills/house/html/H574v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/574/2019-2020%20Session/H574,"Ashton Wheeler Clemmons; John Autry; Allison A. Dahle; Charles Graham; John Ager; Cynthia Ball; Cecil Brockman; Deb Butler; Christy Clark; Susan C. Fisher; Pricey Harrison; Zack Hawkins; Verla Insko; Marcia Morey; Joe Sam Queen; C. Ray Russell; Raymond E. Smith, Jr.",H,4/4/2019,"Ref to the Com on Redistricting, if favorable, Elections and Ethics Law, if favorable, Rules, Calendar, and Operations of the House",Operations
441,H477,S198,Four-Year Terms/Town of Bethel.,https://www.ncleg.gov/sessions/2019/bills/house/html/H477v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/477/2019-2020%20Session/H477,Kandie D. Smith; Chris Humphrey,S,6/26/2019,Ref To Com On Rules and Operations of the Senate,Operations
126,H193,S166,Greensboro/Small Business Enterprise.,https://www.ncleg.gov/sessions/2019/bills/house/html/H193v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/193/2019-2020%20Session/H193,"Ashton Wheeler Clemmons; John Faircloth; Jon Hardister; Amos L. Quick, III; Cecil Brockman; Elmer Floyd; Pricey Harrison; Nasif Majeed",S,4/15/2019,Ref To Com On Rules and Operations of the Senate,Operations
128,H195,,Board of Nursing Technical Changes.-AB,https://www.ncleg.gov/sessions/2019/bills/house/html/H195v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/195/2019-2020%20Session/H195,"Donna McDowell White; Dennis Riddell; John Szoka; Carla D. Cunningham; Gale Adcock; Deb Butler; Elmer Floyd; Pricey Harrison; Howard J. Hunter, III; Carolyn G. Logan; Marvin W. Lucas; Wayne Sasser; Larry C. Strickland; Shelly Willingham; Michael H. Wray",S,4/11/2019,Ref To Com On Rules and Operations of the Senate,Operations
1115,S184,,NC Adopt Equal Rights Amendment.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S184v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/184/2019-2020%20Session/S184,"Floyd B. McKissick, Jr.; Terry Van Duyn; Erica D. Smith; Dan Blue; Jay J. Chaudhuri; Ben Clark; Don Davis; Kirk deViere; Milton F. ""Toby"" Fitch, Jr.; Valerie P. Foushee; Michael Garrett; Jeff Jackson; Paul A. Lowe, Jr.; Natasha R. Marcus; Mujtaba A. Mohammed; Wiley Nickel; Harper Peterson; Gladys A. Robinson; Sam Searcy; Joyce Waddell; Mike Woodard",S,3/6/2019,Ref To Com On Rules and Operations of the Senate,Operations
443,H479,,ERC Studies/Scope.,https://www.ncleg.gov/sessions/2019/bills/house/html/H479v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/479/2019-2020%20Session/H479,Jimmy Dixon; Gale Adcock; Hugh Blackwell; Debra Conrad; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; Verla Insko; Chuck McGrady; Larry G. Pittman; Dennis Riddell; Shelly Willingham,S,5/6/2019,Ref To Com On Rules and Operations of the Senate,Operations
806,H805,,Work Breaks/Tips Not Counted/Allow Pay Talk.,https://www.ncleg.gov/sessions/2019/bills/house/html/H805v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/805/2019-2020%20Session/H805,"Carolyn G. Logan; Nasif Majeed; John Autry; Susan C. Fisher; Pricey Harrison; Raymond E. Smith, Jr.; Evelyn Terry",H,4/18/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
445,H480,,NC Cancer Treatment Fairness.,https://www.ncleg.gov/sessions/2019/bills/house/html/H480v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/480/2019-2020%20Session/H480,Lee Zachary; David R. Lewis; Donny Lambeth; Gale Adcock; Cynthia Ball; Mary Belk; Cecil Brockman; Becky Carney; Ashton Wheeler Clemmons; Carla D. Cunningham; Allison A. Dahle; Susan C. Fisher; Pricey Harrison; Zack Hawkins; Verla Insko; Darren G. Jackson; Carolyn G. Logan; Marvin W. Lucas; Garland E. Pierce; Shelly Willingham,S,5/6/2019,Ref To Com On Rules and Operations of the Senate,Operations
537,H563,,30 Min. Duty-Free Lunch for Teachers.,https://www.ncleg.gov/sessions/2019/bills/house/html/H563v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/563/2019-2020%20Session/H563,"John A. Torbett; John Autry; Cynthia Ball; Mary Belk; Cecil Brockman; Deb Butler; Jean Farmer-Butterfield; Susan C. Fisher; Elmer Floyd; Rosa U. Gill; Charles Graham; Pricey Harrison; Zack Hawkins; Howard J. Hunter, III; Joe John; Carolyn G. Logan; Nasif Majeed; Amos L. Quick, III; C. Ray Russell; Raymond E. Smith, Jr.; Shelly Willingham; Michael H. Wray",S,4/29/2019,Ref To Com On Rules and Operations of the Senate,Operations
239,H295,,Prohibit Corporal Punishment in Public Schs.,https://www.ncleg.gov/sessions/2019/bills/house/html/H295v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/295/2019-2020%20Session/H295,"Susan C. Fisher; Linda P. Johnson; Gale Adcock; Mary Belk; MaryAnn Black; Cecil Brockman; Becky Carney; Ashton Wheeler Clemmons; Allison A. Dahle; Rosa U. Gill; Pricey Harrison; Verla Insko; Nasif Majeed; Graig R. Meyer; Marcia Morey; Garland E. Pierce; Amos L. Quick, III; C. Ray Russell",S,3/28/2019,Ref To Com On Rules and Operations of the Senate,Operations
238,H294,,Partisan Elections Act.,https://www.ncleg.gov/sessions/2019/bills/house/html/H294v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/294/2019-2020%20Session/H294,Larry G. Pittman; George G. Cleveland; Keith Kidwell; Michael Speciale,H,3/7/2019,"Ref to the Com on Elections and Ethics Law, if favorable, Rules, Calendar, and Operations of the House",Operations
241,H297,,Psychology Interjdtl. Compact (PSYPACT).,https://www.ncleg.gov/sessions/2019/bills/house/html/H297v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/297/2019-2020%20Session/H297,Holly Grange; Josh Dobson; John Szoka; Gale Adcock; Carla D. Cunningham; Elmer Floyd; Verla Insko; Marvin W. Lucas,S,3/28/2019,Ref To Com On Rules and Operations of the Senate,Operations
434,H470,S490,Amend Parenting Coordinator Laws/Family Law.,https://www.ncleg.gov/sessions/2019/bills/house/html/H470v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/470/2019-2020%20Session/H470,"Sarah Stevens; Cynthia Ball; Sydney Batch; Joe John; Marcia Morey; Robert T. Reives, II; Shelly Willingham",S,5/20/2019,"Re-ref to Judiciary. If fav, re-ref to Rules and Operations of the Senate",Operations
251,H305,S360,Summer School Study/College Adv. Corps.,https://www.ncleg.gov/sessions/2019/bills/house/html/H305v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/305/2019-2020%20Session/H305,Mitchell S. Setzer; Julia C. Howard; Jason Saine; Destin Hall; Jerry Carter; Debra Conrad; John Faircloth; Bobby Hanig; Steve Jarvis; Pat McElraft; Larry G. Pittman; John Sauls; Rena W. Turner; Larry Yarborough,S,8/5/2019,Ref To Com On Rules and Operations of the Senate,Operations
557,H581,,Funds for Scotland Co. Literacy Council.,https://www.ncleg.gov/sessions/2019/bills/house/html/H581v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/581/2019-2020%20Session/H581,"Garland E. Pierce; Charles Graham; Verla Insko; Raymond E. Smith, Jr.",H,4/4/2019,"Ref to the Com on Appropriations, General Government, if favorable, Rules, Calendar, and Operations of the House",Operations
425,H462,S347,Judicial District 19D - Hoke County.,https://www.ncleg.gov/sessions/2019/bills/house/html/H462v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/462/2019-2020%20Session/H462,Garland E. Pierce,H,3/27/2019,"Ref to the Com on Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
249,H303,,Record of Excusals From Jury Duty.,https://www.ncleg.gov/sessions/2019/bills/house/html/H303v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/303/2019-2020%20Session/H303,George G. Cleveland; Debra Conrad; Carson Smith; Larry G. Pittman,H,3/11/2019,"Ref to the Com on Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
1140,S206,H259,Add'l Judge and Magistrates in Union County.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S206v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/206/2019-2020%20Session/S206,Todd Johnson,S,3/14/2019,"Re-ref to Judiciary. If fav, re-ref to Appropriations/Base Budget. If fav, re-ref to Rules and Operations of the Senate",Operations
538,H564,,Create House Select Committee on Homelessness.,https://www.ncleg.gov/sessions/2019/bills/house/html/H564v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/564/2019-2020%20Session/H564,"John A. Torbett; Larry G. Pittman; John Ager; John Autry; Cynthia Ball; Hugh Blackwell; Cecil Brockman; Deb Butler; Becky Carney; Jean Farmer-Butterfield; Susan C. Fisher; Terry E. Garrison; Rosa U. Gill; Charles Graham; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; Howard J. Hunter, III; Verla Insko; Brandon Lofton; Carolyn G. Logan; Marvin W. Lucas; Nasif Majeed; Derwin L. Montgomery; Garland E. Pierce; Amos L. Quick, III; Robert T. Reives, II; Mitchell S. Setzer; Raymond E. Smith, Jr.; Evelyn Terry; Shelly Willingham",H,4/4/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
1114,S183,H371,Planning Funds/ECU Brody School of Medicine.,https://www.ncleg.gov/sessions/2019/bills/senate/html/S183v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/S/183/2019-2020%20Session/S183,Don Davis; Rick Horner; Jim Perry,S,3/5/2019,"Re-ref to Appropriations/Base Budget. If fav, re-ref to Rules and Operations of the Senate",Operations
426,H463,S561,Education/Job Readiness in Prisons & Jails.,https://www.ncleg.gov/sessions/2019/bills/house/html/H463v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/463/2019-2020%20Session/H463,"David Rogers; Mark Brody; Jon Hardister; Joe John; Gale Adcock; John Ager; John Autry; Cynthia Ball; Sydney Batch; Mary Belk; James L. Boles, Jr.; Cecil Brockman; Becky Carney; Ashton Wheeler Clemmons; George G. Cleveland; Carla D. Cunningham; Allison A. Dahle; Josh Dobson; John Faircloth; Susan C. Fisher; Elmer Floyd; John A. Fraley; Pricey Harrison; Yvonne Lewis Holley; D. Craig Horn; Pat B. Hurley; Verla Insko; Carolyn G. Logan; Marvin W. Lucas; Nasif Majeed; Chuck McGrady; Allen McNeill; Derwin L. Montgomery; Marcia Morey; Garland E. Pierce; Amos L. Quick, III; Robert T. Reives, II; Stephen M. Ross; Larry C. Strickland; Evelyn Terry; Donna McDowell White; Shelly Willingham; Larry Yarborough; Lee Zachary",S,6/26/2019,Ref To Com On Rules and Operations of the Senate,Operations
