,bill_id,alternate_bill_id,bill_name,bill_text_url,bill_summary,bill_sponsors,action_on_branch,action_date,action_text,Category
656,H670,,Funds for Carolina Ballet.,https://www.ncleg.gov/sessions/2019/bills/house/html/H670v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/670/2019-2020%20Session/H670,"David R. Lewis; Allison A. Dahle; Susan C. Fisher; Holly Grange; Pricey Harrison; Verla Insko; Darren G. Jackson; Carolyn G. Logan; Raymond E. Smith, Jr.",H,4/11/2019,"Ref to the Com on Appropriations, General Government, if favorable, Rules, Calendar, and Operations of the House",Operations
669,H682,S668,Capital Procedure/Severe Disability.,https://www.ncleg.gov/sessions/2019/bills/house/html/H682v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/682/2019-2020%20Session/H682,David Rogers; Pricey Harrison; Chuck McGrady; Jon Hardister; Yvonne Lewis Holley,H,4/11/2019,"Ref to the Com on Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
665,H679,,Expand Emergency Judge Assignments.,https://www.ncleg.gov/sessions/2019/bills/house/html/H679v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/679/2019-2020%20Session/H679,"Lee Zachary; David Rogers; Joe John; Cynthia Ball; Marcia Morey; Raymond E. Smith, Jr.",S,5/2/2019,Ref To Com On Rules and Operations of the Senate,Operations
639,H655,,NC Health Care for Working Families.,https://www.ncleg.gov/sessions/2019/bills/house/html/H655v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/655/2019-2020%20Session/H655,"Donny Lambeth; Josh Dobson; Donna McDowell White; Lisa Stone Barnes; William D. Brisson; Kevin Corbin; Ted Davis, Jr.; John Faircloth; John A. Fraley; James D. Gailliard; Charles Graham; Holly Grange; Jon Hardister; Cody Henson; Yvonne Lewis Holley; D. Craig Horn; Chuck McGrady; Larry W. Potts; Stephen M. Ross; Wayne Sasser; John Sauls; Brian Turner; Larry Yarborough; Lee Zachary",H,9/18/2019,"Re-ref Com On Rules, Calendar, and Operations of the House",Operations
372,H414,S320,Regional Water Systems and State Grants.,https://www.ncleg.gov/sessions/2019/bills/house/html/H414v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/414/2019-2020%20Session/H414,Lisa Stone Barnes; Shelly Willingham,H,3/21/2019,"Ref to the Com on State and Local Government, if favorable, Rules, Calendar, and Operations of the House",Operations
297,H347,,Study No Delinquent/Undisciplined Under 10.,https://www.ncleg.gov/sessions/2019/bills/house/html/H347v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/347/2019-2020%20Session/H347,"Marcia Morey; D. Craig Horn; Chuck McGrady; Pricey Harrison; Gale Adcock; John Ager; John Autry; Sydney Batch; Mary Belk; Cecil Brockman; Deb Butler; Becky Carney; Ashton Wheeler Clemmons; Carla D. Cunningham; Allison A. Dahle; Jean Farmer-Butterfield; Susan C. Fisher; Elmer Floyd; Terry E. Garrison; Rosa U. Gill; Edward C. Goodwin; Charles Graham; Zack Hawkins; Yvonne Lewis Holley; Rachel Hunt; Verla Insko; Carolyn G. Logan; Marvin W. Lucas; Garland E. Pierce; Amos L. Quick, III; Robert T. Reives, II; William O. Richardson; David Rogers; Evelyn Terry; Brian Turner; Shelly Willingham",S,5/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
657,H671,,Behavior Analyst Licensure.,https://www.ncleg.gov/sessions/2019/bills/house/html/H671v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/671/2019-2020%20Session/H671,Chuck McGrady; Mitchell S. Setzer; Darren G. Jackson; Phil Shepard; Gale Adcock; Cynthia Ball; Carla D. Cunningham; Joe John; Carolyn G. Logan; Marvin W. Lucas; William O. Richardson; Shelly Willingham,S,5/30/2019,Ref To Com On Rules and Operations of the Senate,Operations
291,H341,,North Carolina Sunshine Act.,https://www.ncleg.gov/sessions/2019/bills/house/html/H341v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/341/2019-2020%20Session/H341,"C. Ray Russell; John Ager; Marcia Morey; Amos L. Quick, III; Kelly M. Alexander, Jr.; Cynthia Ball; Chaz Beasley; Cecil Brockman; Deb Butler; Ashton Wheeler Clemmons; Allison A. Dahle; Susan C. Fisher; Pricey Harrison; Zack Hawkins; Yvonne Lewis Holley; Verla Insko; Joe John; Carolyn G. Logan; Nasif Majeed; Grier Martin; Graig R. Meyer; Larry G. Pittman; Robert T. Reives, II; Raymond E. Smith, Jr.; Julie von Haefen",H,3/13/2019,"Ref to the Com on Rules, Calendar, and Operations of the House, if favorable, State and Local Government, if favorable, Appropriations, if favorable, Finance, if favorable, Judiciary, if favorable, Appropriations, Information Technology, if favorable, Appropriations, Agriculture and Natural and Economic Resources, if favorable, Appropriations, Education, if favorable, Appropriations, General Government, if favorable, Appropriations, Health and Human Services, if favorable, Appropriations, Justice and Public Safety, if favorable, Appropriations, Transportation, if favorable, Rules, Calendar, and Operations of the House",Operations
280,H331,,Small Hydro Amends.,https://www.ncleg.gov/sessions/2019/bills/house/html/H331v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/331/2019-2020%20Session/H331,John Szoka; Dean Arp; John Ager; Marvin W. Lucas,S,4/4/2019,Ref To Com On Rules and Operations of the Senate,Operations
389,H43,S43,Establish Standards for Surgical Technology.,https://www.ncleg.gov/sessions/2019/bills/house/html/H43v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/43/2019-2020%20Session/H43,"Gregory F. Murphy, MD; Donny Lambeth; Chris Humphrey; John Faircloth; Howard J. Hunter, III; Marvin W. Lucas; David Rogers; Donna McDowell White; Shelly Willingham; Michael H. Wray",S,4/4/2019,Ref To Com On Rules and Operations of the Senate,Operations
306,H355,,Notary Public/Noncitizens.,https://www.ncleg.gov/sessions/2019/bills/house/html/H355v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/355/2019-2020%20Session/H355,George G. Cleveland; Larry G. Pittman; Debra Conrad; Cody Henson; Edward C. Goodwin; Keith Kidwell,H,5/3/2019,"Re-ref Com On Rules, Calendar, and Operations of the House",Operations
304,H353,,Funds for Planning New Maritime Museum.,https://www.ncleg.gov/sessions/2019/bills/house/html/H353v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/353/2019-2020%20Session/H353,"Pat McElraft; Jon Hardister; John R. Bell, IV; Edward C. Goodwin; Pricey Harrison; Larry C. Strickland; Donna McDowell White",H,4/25/2019,"Serial Referral To Rules, Calendar, and Operations of the House Added",Operations
290,H340,S448,Amend Appt For Compact on Education/Military.,https://www.ncleg.gov/sessions/2019/bills/house/html/H340v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/340/2019-2020%20Session/H340,"Grier Martin; George G. Cleveland; John R. Bell, IV; Elmer Floyd; Edward C. Goodwin; Holly Grange; Pricey Harrison; Marvin W. Lucas; Nasif Majeed; Garland E. Pierce; Larry G. Pittman; Phil Shepard; Larry C. Strickland; John Szoka",S,4/11/2019,Ref To Com On Rules and Operations of the Senate,Operations
379,H420,S237,Board Vacancies/City of Winston-Salem.,https://www.ncleg.gov/sessions/2019/bills/house/html/H420v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/420/2019-2020%20Session/H420,Derwin L. Montgomery; Donny Lambeth; Debra Conrad; Evelyn Terry,S,5/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
652,H667,,Local Option Sales Tax Flexibility.,https://www.ncleg.gov/sessions/2019/bills/house/html/H667v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/667/2019-2020%20Session/H667,"Julia C. Howard; Jason Saine; John Szoka; Howard J. Hunter, III; Shelly Willingham",S,5/21/2019,Ref To Com On Rules and Operations of the Senate,Operations
370,H412,,Adopt State Poultry Festival.,https://www.ncleg.gov/sessions/2019/bills/house/html/H412v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/412/2019-2020%20Session/H412,"Jimmy Dixon; John R. Bell, IV; Garland E. Pierce; Larry C. Strickland",S,4/4/2019,Ref To Com On Rules and Operations of the Senate,Operations
298,H348,,Protect City Employees From Retaliation.,https://www.ncleg.gov/sessions/2019/bills/house/html/H348v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/348/2019-2020%20Session/H348,Holly Grange; Debra Conrad; Bobby Hanig; William O. Richardson; Cynthia Ball; Cecil Brockman; Ashton Wheeler Clemmons; Carla D. Cunningham; Elmer Floyd; Edward C. Goodwin; Jon Hardister; Pricey Harrison; Zack Hawkins; Keith Kidwell; Marvin W. Lucas; Larry G. Pittman; Donna McDowell White; Shelly Willingham; Larry Yarborough,S,5/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
737,H743,,Require Prepaid Envelope/Absentee Ballots.,https://www.ncleg.gov/sessions/2019/bills/house/html/H743v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/743/2019-2020%20Session/H743,"James D. Gailliard; Verla Insko; Cynthia Ball; Chaz Beasley; Cecil Brockman; Becky Carney; Allison A. Dahle; Susan C. Fisher; Elmer Floyd; Rosa U. Gill; Charles Graham; Wesley Harris, PhD; Pricey Harrison; Yvonne Lewis Holley; Joe John; Carolyn G. Logan; Graig R. Meyer; Derwin L. Montgomery; Marcia Morey; Garland E. Pierce; Amos L. Quick, III; Raymond E. Smith, Jr.; Evelyn Terry",H,4/16/2019,"Ref to the Com on Elections and Ethics Law, if favorable, Rules, Calendar, and Operations of the House",Operations
68,H140,,The FAIR Act.,https://www.ncleg.gov/sessions/2019/bills/house/html/H140v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/140/2019-2020%20Session/H140,"Chuck McGrady; Robert T. Reives, II; Sarah Stevens; Jon Hardister; Gale Adcock; John Ager; Kelly M. Alexander, Jr.; Cynthia Ball; Sydney Batch; Chaz Beasley; Mary Belk; MaryAnn Black; William D. Brisson; Cecil Brockman; Becky Carney; Christy Clark; Ashton Wheeler Clemmons; Kevin Corbin; Carla D. Cunningham; Ted Davis, Jr.; Terence Everitt; John Faircloth; Jean Farmer-Butterfield; John A. Fraley; James D. Gailliard; Terry E. Garrison; Rosa U. Gill; Ken Goodman; Charles Graham; Holly Grange; Wesley Harris, PhD; Zack Hawkins; Yvonne Lewis Holley; D. Craig Horn; Chris Humphrey; Howard J. Hunter, III; Frank Iler; Verla Insko; Darren G. Jackson; Joe John; Donny Lambeth; Brandon Lofton; Carolyn G. Logan; Marvin W. Lucas; Nasif Majeed; Grier Martin; Graig R. Meyer; Derwin L. Montgomery; Gregory F. Murphy, MD; Garland E. Pierce; Joe Sam Queen; Amos L. Quick, III; Dennis Riddell; David Rogers; Stephen M. Ross; C. Ray Russell; Evelyn Terry; Brian Turner; Rena W. Turner; Julie von Haefen; Donna McDowell White; Shelly Willingham; Michael H. Wray",H,2/25/2019,"Ref to the Com on Redistricting, if favorable, Rules, Calendar, and Operations of the House",Operations
14,H1010,S584,Criminal Law Reform.,https://www.ncleg.gov/sessions/2019/bills/house/html/H1010v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/1010/2019-2020%20Session/H1010,Dennis Riddell; Marcia Morey; Joe John,H,4/29/2019,"Ref to the Com on Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
644,H66,,Req Active Time Felony Death MV/Boat.,https://www.ncleg.gov/sessions/2019/bills/house/html/H66v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/66/2019-2020%20Session/H66,Larry G. Pittman; Michael Speciale; Darren G. Jackson; Charles Graham,S,4/30/2019,Ref To Com On Rules and Operations of the Senate,Operations
383,H424,,Funds for Recognition of NC Tribes.,https://www.ncleg.gov/sessions/2019/bills/house/html/H424v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/424/2019-2020%20Session/H424,"Charles Graham; Howard J. Hunter, III; Garland E. Pierce; Michael H. Wray; Kelly M. Alexander, Jr.; John Autry; Cynthia Ball; Chaz Beasley; Cecil Brockman; Becky Carney; Allison A. Dahle; Terry E. Garrison; Edward C. Goodwin; Pricey Harrison; Yvonne Lewis Holley; Marvin W. Lucas; Nasif Majeed; Derwin L. Montgomery; Amos L. Quick, III; Evelyn Terry",H,3/25/2019,"Ref to the Com on Appropriations, General Government, if favorable, Appropriations, if favorable, Rules, Calendar, and Operations of the House",Operations
384,H425,,Increase and Expand Assault on/Resist of LEO.,https://www.ncleg.gov/sessions/2019/bills/house/html/H425v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/425/2019-2020%20Session/H425,"John Faircloth; Allen McNeill; Stephen M. Ross; James L. Boles, Jr.; Jerry Carter; George G. Cleveland; Edward C. Goodwin; Cody Henson; Chris Humphrey; Pat B. Hurley; Frank Iler; Steve Jarvis; Larry G. Pittman; Larry W. Potts; Dennis Riddell; John Sauls; Larry C. Strickland; Shelly Willingham",S,4/29/2019,Ref To Com On Rules and Operations of the Senate,Operations
386,H427,,Add'l District Court Judge District 18.,https://www.ncleg.gov/sessions/2019/bills/house/html/H427v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/427/2019-2020%20Session/H427,"John Faircloth; Jon Hardister; Cecil Brockman; Pricey Harrison; Ashton Wheeler Clemmons; Amos L. Quick, III",H,8/26/2019,"Re-ref to the Com on Appropriations, if favorable, Rules, Calendar, and Operations of the House",Operations
641,H657,,Clarify Car Dealer Law applies to RVs.,https://www.ncleg.gov/sessions/2019/bills/house/html/H657v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/657/2019-2020%20Session/H657,Holly Grange; Brenden H. Jones; Stephen M. Ross; Michael H. Wray,S,5/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
344,H39,,Adopt the Osprey as State Raptor.,https://www.ncleg.gov/sessions/2019/bills/house/html/H39v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/39/2019-2020%20Session/H39,Pat McElraft; Frank Iler; John Faircloth; Pricey Harrison; David Rogers; Rena W. Turner,S,3/28/2019,Ref To Com On Rules and Operations of the Senate,Operations
673,H686,,Automatic Renewal of Contracts.,https://www.ncleg.gov/sessions/2019/bills/house/html/H686v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/686/2019-2020%20Session/H686,Sarah Stevens,S,6/17/2019,"Re-ref to Commerce and Insurance. If fav, re-ref to Rules and Operations of the Senate",Operations
608,H627,,NC Response/Extreme Abortion-on-Demand Policy.,https://www.ncleg.gov/sessions/2019/bills/house/html/H627v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/627/2019-2020%20Session/H627,Pat McElraft; Julia C. Howard; Holly Grange; Sarah Stevens; Lisa Stone Barnes; Jerry Carter; George G. Cleveland; Pat B. Hurley; Steve Jarvis; Keith Kidwell; Allen McNeill; Larry G. Pittman; Wayne Sasser; Mitchell S. Setzer,H,4/9/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
29,H105,,Red-Light Cameras.,https://www.ncleg.gov/sessions/2019/bills/house/html/H105v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/105/2019-2020%20Session/H105,"Marvin W. Lucas; Elmer Floyd; John Szoka; William O. Richardson; Robert T. Reives, II; Wayne Sasser",S,4/29/2019,Ref To Com On Rules and Operations of the Senate,Operations
79,H150,,Allow Designee For A Police Chief/JCPC.,https://www.ncleg.gov/sessions/2019/bills/house/html/H150v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/150/2019-2020%20Session/H150,"Garland E. Pierce; John Faircloth; Charles Graham; Howard J. Hunter, III; Marvin W. Lucas; Allen McNeill; Marcia Morey; Shelly Willingham",H,2/25/2019,"Ref to the Com on State and Local Government, if favorable, Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
602,H621,S514,Airborne & Special Operations Museum Funds.,https://www.ncleg.gov/sessions/2019/bills/house/html/H621v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/621/2019-2020%20Session/H621,Holly Grange; Garland E. Pierce; William O. Richardson; Josh Dobson; Elmer Floyd; Bobby Hanig; Pricey Harrison; Marvin W. Lucas; Grier Martin; Brian Turner,H,4/8/2019,"Ref to the Com on Appropriations, General Government, if favorable, Rules, Calendar, and Operations of the House",Operations
617,H635,,Purchase & Contracts Benchmarks/Property.,https://www.ncleg.gov/sessions/2019/bills/house/html/H635v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/635/2019-2020%20Session/H635,Stephen M. Ross; Yvonne Lewis Holley,S,7/15/2019,Re-ref Com On Rules and Operations of the Senate,Operations
28,H104,S81,Litter Definition Clarification.,https://www.ncleg.gov/sessions/2019/bills/house/html/H104v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/104/2019-2020%20Session/H104,John A. Torbett; Steve Jarvis; Tim Moore; Michael H. Wray,H,3/19/2019,"Re-ref Com On Rules, Calendar, and Operations of the House",Operations
501,H530,,Official NC Dogwood Festival.,https://www.ncleg.gov/sessions/2019/bills/house/html/H530v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/530/2019-2020%20Session/H530,William O. Richardson; Marvin W. Lucas; MaryAnn Black; Zack Hawkins; Verla Insko; Garland E. Pierce,S,5/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
623,H640,,Huntersville Ocular Melanoma Study Funds.,https://www.ncleg.gov/sessions/2019/bills/house/html/H640v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/640/2019-2020%20Session/H640,"Cynthia Ball; Gregory F. Murphy, MD; Christy Clark; Gale Adcock; John Ager; Kelly M. Alexander, Jr.; John Autry; Chaz Beasley; Deb Butler; Carla D. Cunningham; Allison A. Dahle; Susan C. Fisher; Wesley Harris, PhD; Pricey Harrison; Yvonne Lewis Holley; Rachel Hunt; Carolyn G. Logan; Larry G. Pittman; William O. Richardson; Donna McDowell White",H,4/11/2019,"Re-ref Com On Rules, Calendar, and Operations of the House",Operations
42,H117,,School Calendar Flexibility Pilot Program.,https://www.ncleg.gov/sessions/2019/bills/house/html/H117v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/117/2019-2020%20Session/H117,"Harry Warren; D. Craig Horn; Julia C. Howard; Linda P. Johnson; Gale Adcock; Becky Carney; John A. Fraley; Charles Graham; Pricey Harrison; Yvonne Lewis Holley; Marvin W. Lucas; Nasif Majeed; Allen McNeill; Amos L. Quick, III; Robert T. Reives, II; Dennis Riddell; David Rogers; Wayne Sasser",H,3/12/2019,"Re-ref Com On Rules, Calendar, and Operations of the House",Operations
40,H115,,Even-Yr. Elections/Town of Biltmore Forest.,https://www.ncleg.gov/sessions/2019/bills/house/html/H115v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/115/2019-2020%20Session/H115,Brian Turner; John Ager,S,3/21/2019,Ref To Com On Rules and Operations of the Senate,Operations
631,H648,,NC FAIR State & Congressional Districts Act.,https://www.ncleg.gov/sessions/2019/bills/house/html/H648v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/648/2019-2020%20Session/H648,"Harry Warren; Bobby Hanig; Grier Martin; Chaz Beasley; Cynthia Ball; Cecil Brockman; Deb Butler; Becky Carney; Christy Clark; Allison A. Dahle; Susan C. Fisher; John A. Fraley; Edward C. Goodwin; Charles Graham; Wesley Harris, PhD; Pricey Harrison; Yvonne Lewis Holley; Darren G. Jackson; Joe John; Carolyn G. Logan; Marvin W. Lucas; Chuck McGrady; Garland E. Pierce; Robert T. Reives, II; Shelly Willingham",H,4/10/2019,"Ref to the Com on Redistricting, if favorable, Elections and Ethics Law, if favorable, Rules, Calendar, and Operations of the House",Operations
632,H649,S415,Grand Jury if LEO Charged Performing Duties.,https://www.ncleg.gov/sessions/2019/bills/house/html/H649v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/649/2019-2020%20Session/H649,Destin Hall; David Rogers; Chuck McGrady; William O. Richardson; Christy Clark; Debra Conrad; Kevin Corbin; John Faircloth; Susan C. Fisher; Edward C. Goodwin; Bobby Hanig; Pricey Harrison; Donny Lambeth; Allen McNeill; John Szoka,H,4/10/2019,"Ref to the Com on Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
630,H647,,Adopt Haywood Co. Elk Capital of NC.,https://www.ncleg.gov/sessions/2019/bills/house/html/H647v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/647/2019-2020%20Session/H647,Joe Sam Queen; Michele D. Presnell; John Ager; Susan C. Fisher; Pricey Harrison,S,5/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
44,H119,,Fees to Certify as a Company Police Agency.,https://www.ncleg.gov/sessions/2019/bills/house/html/H119v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/119/2019-2020%20Session/H119,John Faircloth; Stephen M. Ross; Michael H. Wray,S,4/4/2019,Ref To Com On Rules and Operations of the Senate,Operations
628,H645,S534,Revisions to Outdoor Advertising Laws.,https://www.ncleg.gov/sessions/2019/bills/house/html/H645v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/645/2019-2020%20Session/H645,"Jason Saine; Jimmy Dixon; Brenden H. Jones; Michael H. Wray; Lisa Stone Barnes; John R. Bell, IV; John A. Fraley; Edward C. Goodwin; Charles Graham; Holly Grange; Jon Hardister; Julia C. Howard; Chris Humphrey; Howard J. Hunter, III; Frank Iler; Steve Jarvis; Donny Lambeth; Pat McElraft; Garland E. Pierce; Wayne Sasser; Mitchell S. Setzer; Harry Warren; Shelly Willingham; Larry Yarborough; Lee Zachary",H,8/22/2019,"Re-ref Com On Rules, Calendar, and Operations of the House",Operations
633,H65,,Marriage Amendment Reaffirmation Act.,https://www.ncleg.gov/sessions/2019/bills/house/html/H65v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/65/2019-2020%20Session/H65,Larry G. Pittman; Mark Brody; Keith Kidwell; Jerry Carter; Michael Speciale,H,2/14/2019,"Ref To Com On Rules, Calendar, and Operations of the House",Operations
47,H121,,Expunction Related to RTA/No Conviction.,https://www.ncleg.gov/sessions/2019/bills/house/html/H121v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/121/2019-2020%20Session/H121,"Sarah Stevens; Pat B. Hurley; Steve Jarvis; Jerry Carter; Mary Belk; MaryAnn Black; Deb Butler; Becky Carney; Ashton Wheeler Clemmons; Carla D. Cunningham; Allison A. Dahle; John Faircloth; Elmer Floyd; Charles Graham; Pricey Harrison; Yvonne Lewis Holley; Verla Insko; Joe John; Marvin W. Lucas; Marcia Morey; Robert T. Reives, II; David Rogers; John Szoka; Evelyn Terry; Michael H. Wray",S,4/16/2019,Ref To Com On Rules and Operations of the Senate,Operations
394,H434,,Suicide Risk Ref./Mental Health/Teen Violence.,https://www.ncleg.gov/sessions/2019/bills/house/html/H434v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/434/2019-2020%20Session/H434,"D. Craig Horn; Carla D. Cunningham; Gregory F. Murphy, MD; Donna McDowell White; Gale Adcock; John Autry; Cynthia Ball; Sydney Batch; Chaz Beasley; Mary Belk; MaryAnn Black; Cecil Brockman; Becky Carney; Christy Clark; Ashton Wheeler Clemmons; Allison A. Dahle; Susan C. Fisher; Terry E. Garrison; Rosa U. Gill; Pricey Harrison; Zack Hawkins; Cody Henson; Yvonne Lewis Holley; Verla Insko; Steve Jarvis; Joe John; Keith Kidwell; Carolyn G. Logan; Nasif Majeed; Grier Martin; Derwin L. Montgomery; Larry W. Potts; Amos L. Quick, III; Stephen M. Ross; Wayne Sasser; Larry C. Strickland; Evelyn Terry; Rena W. Turner; Julie von Haefen; Shelly Willingham; Michael H. Wray",S,4/29/2019,Ref To Com On Rules and Operations of the Senate,Operations
51,H125,,GSC Revised Uniform Athlete Agents Act.,https://www.ncleg.gov/sessions/2019/bills/house/html/H125v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/125/2019-2020%20Session/H125,"Ted Davis, Jr.; Jon Hardister; Julia C. Howard; Robert T. Reives, II; MaryAnn Black; Deb Butler; Elmer Floyd; John A. Fraley; Rosa U. Gill; Pricey Harrison; Verla Insko; Marvin W. Lucas; Marcia Morey; Stephen M. Ross",S,3/21/2019,Ref To Com On Rules and Operations of the Senate,Operations
43,H118,,First Responders Act of 2019.,https://www.ncleg.gov/sessions/2019/bills/house/html/H118v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/118/2019-2020%20Session/H118,"Harry Warren; Kevin Corbin; Destin Hall; Larry W. Potts; Lisa Stone Barnes; MaryAnn Black; Hugh Blackwell; Cecil Brockman; Jerry Carter; Jimmy Dixon; Charles Graham; Holly Grange; Bobby Hanig; Cody Henson; Yvonne Lewis Holley; Steve Jarvis; Brenden H. Jones; Marvin W. Lucas; Robert T. Reives, II; Wayne Sasser; Carson Smith; Larry C. Strickland; Donna McDowell White; Michael H. Wray",S,5/7/2019,Ref To Com On Rules and Operations of the Senate,Operations
296,H346,,Add Member to NC Training Standards Commiss.,https://www.ncleg.gov/sessions/2019/bills/house/html/H346v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/346/2019-2020%20Session/H346,Larry W. Potts; Steve Jarvis; Larry C. Strickland; Shelly Willingham,H,3/14/2019,"Ref to the Com on State and Local Government, if favorable, Judiciary, if favorable, Rules, Calendar, and Operations of the House",Operations
638,H654,,Car Dealer Displays Must Contain Contact Info.,https://www.ncleg.gov/sessions/2019/bills/house/html/H654v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/654/2019-2020%20Session/H654,John A. Torbett,S,4/29/2019,Ref To Com On Rules and Operations of the Senate,Operations
637,H653,,School Transp. Personnel Salary Changes.,https://www.ncleg.gov/sessions/2019/bills/house/html/H653v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/653/2019-2020%20Session/H653,John A. Torbett; Shelly Willingham,S,4/29/2019,Ref To Com On Rules and Operations of the Senate,Operations
276,H328,,Same Reqs/Officials/Early Vote & Election Day.,https://www.ncleg.gov/sessions/2019/bills/house/html/H328v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/328/2019-2020%20Session/H328,Michael Speciale; Larry G. Pittman,H,3/12/2019,"Ref to the Com on Elections and Ethics Law, if favorable, Rules, Calendar, and Operations of the House",Operations
636,H652,S623,Clearing Vehicle Registration Stops.,https://www.ncleg.gov/sessions/2019/bills/house/html/H652v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/652/2019-2020%20Session/H652,John A. Torbett; David R. Lewis; Edward C. Goodwin,S,5/6/2019,Ref To Com On Rules and Operations of the Senate,Operations
600,H62,,In-State Tuition/Members Served on USS NC.,https://www.ncleg.gov/sessions/2019/bills/house/html/H62v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/62/2019-2020%20Session/H62,George G. Cleveland; D. Craig Horn; Carla D. Cunningham; Jimmy Dixon; John Faircloth; James D. Gailliard; Holly Grange; Pricey Harrison; Zack Hawkins; Verla Insko; Joe John; Phil Shepard; Harry Warren,S,4/4/2019,Ref To Com On Rules and Operations of the Senate,Operations
620,H638,,Pembroke Flood Mitigation Funds.,https://www.ncleg.gov/sessions/2019/bills/house/html/H638v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/638/2019-2020%20Session/H638,Charles Graham; John Autry; Chaz Beasley; Allison A. Dahle; Susan C. Fisher; Pricey Harrison; Yvonne Lewis Holley; Carolyn G. Logan; Garland E. Pierce,H,4/10/2019,"Ref to the Com on Appropriations, Justice and Public Safety, if favorable, Rules, Calendar, and Operations of the House",Operations
36,H111,,Supplemental Appropriations Act.,https://www.ncleg.gov/sessions/2019/bills/house/html/H111v1.html,https://lrs.sog.unc.edu/bill-summaries-lookup/H/111/2019-2020%20Session/H111,Donny Lambeth; Bobby Hanig; D. Craig Horn,S,7/15/2019,"Re-ref to Appropriations/Base Budget. If fav, re-ref to Rules and Operations of the Senate",Operations
